id,Captions,URL,Class
186,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/90977_submitter_file3__27277CED698C4C1BA7C97095BE4705DB.jpeg,"['megalith, megalithic structure']"
187,a street sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/91159_submitter_file1__01c406177bab83de4911e2bd57ec61c5180f3ff4a8.jpg,"['flagpole, flagstaff']"
188,a street sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/91159_submitter_file2__017233ef8d465922e9b6cc75d67867faa4e28c1526.jpg,"['solar dish, solar collector, solar furnace']"
189,a man flying a kite in a park .,http://www.mufoncms.com/files_jeud8334j/91156_submitter_file1__8599265AB24C43ABA17EA02A270701C8.jpeg,['fountain']
190,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file1__20170327082608.jpg,['alp']
191,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file2__20170327082610.jpg,['alp']
192,a view of a mountain range from a plane .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file3__20170327082612.jpg,['volcano']
193,a view of a mountain range with a mountain in the background .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file4__20170327082600.jpg,['alp']
194,a view of a mountain range with mountains in the background .,http://www.mufoncms.com/files_jeud8334j/90587_submitter_file5__20170327082624.jpg,['alp']
195,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/90479_submitter_file1__objectinsky1Feb152018.png,"['nematode, nematode worm, roundworm']"
196,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/90479_submitter_file2__objectinsky2Feb1520182.jpg,"['television, television system']"
197,a close up of a person holding a cell phone,http://www.mufoncms.com/files_jeud8334j/90479_submitter_file3__objectinsky3Feb1520182.jpg,['window screen']
198,a view of a city street with a traffic light .,http://www.mufoncms.com/files_jeud8334j/90478_submitter_file1__coloredlightsinskyFeb62018.png,['abaya']
199,a kite flying in the sky over a tree .,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file1__1copywitharrow.jpg,"['airship, dirigible']"
200,a bench on a beach near a body of water,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file3__2copywitharrow.jpg,"['promontory, headland, head, foreland']"
201,a person is flying a kite on the beach .,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file5__3copywitharrow.jpg,"['sandbar, sand bar']"
202,a person walking on a beach with a surfboard,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file7__4copywitharrow.jpg,"['promontory, headland, head, foreland']"
203,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/90623_submitter_file1__BRIGHTLIGHT.jpg,"['lakeside, lakeshore']"
204,a person is flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/90623_submitter_file2__UFO.jpg,['alp']
205,an airplane flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/90623_submitter_file3__UFO2.jpg,['balloon']
206,a stop sign on the side of a road .,http://www.mufoncms.com/files_jeud8334j/90626_submitter_file1__ufo.jpg,"['traffic light, traffic signal, stoplight']"
207,a view of a sunset from a plane window .,http://www.mufoncms.com/files_jeud8334j/90617_submitter_file1__20160907192832.jpg,"['lakeside, lakeshore']"
208,a view of a beach with a sunset in the background .,http://www.mufoncms.com/files_jeud8334j/90617_submitter_file2__20160907192830.jpg,"['lakeside, lakeshore']"
209,a group of people sitting on a bench next to the ocean .,http://www.mufoncms.com/files_jeud8334j/90729_submitter_file1__IMG1256.JPG,"['seashore, coast, seacoast, sea-coast']"
210,a couple of animals that are in the grass .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file1__KMC0366.JPG,['pole']
211,a person is flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file2__KMC0367.JPG,"['worm fence, snake fence, snake-rail fence, Virginia fence']"
212,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file3__KMC0368.JPG,['pole']
213,a giraffe standing in the middle of a field .,http://www.mufoncms.com/files_jeud8334j/90539_submitter_file4__KMC0369.JPG,['pole']
214,a large building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file1__IMG3658.JPG,['castle']
215,a large building with a clock tower on top .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file2__IMG3659.JPG,['castle']
216,a large building with a clock tower on top .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file3__IMG3660.JPG,['castle']
217,a large building with a clock tower on top .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file4__IMG3661.JPG,['castle']
218,a large building with a clock on it .,http://www.mufoncms.com/files_jeud8334j/90541_submitter_file5__IMG3662.JPG,['castle']
219,a laptop computer sitting on top of a desk .,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file1__SAM2902.JPG,['iPod']
220,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file2__SAM2905.JPG,"['nematode, nematode worm, roundworm']"
221,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file3__SAM2906.JPG,"['nematode, nematode worm, roundworm']"
222,a black and white photo of a computer mouse .,http://www.mufoncms.com/files_jeud8334j/90925_submitter_file4__SAM2907.JPG,"['binder, ring-binder']"
223,a plane flying in the sky over a building .,http://www.mufoncms.com/files_jeud8334j/90312_submitter_file1__ufo.JPG,"['airship, dirigible']"
224,a person riding a skate board in the air,http://www.mufoncms.com/files_jeud8334j/90599_submitter_file1__IMG6789.JPG,['jellyfish']
225,a person on a snowboard in the snow .,http://www.mufoncms.com/files_jeud8334j/90697_submitter_file1__IMG2967.JPG,['fountain']
226,a view of a snowy mountain and a street light .,http://www.mufoncms.com/files_jeud8334j/90503_submitter_file2__IMG84841.JPG,['alp']
227,a flock of birds flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/90503_submitter_file3__IMG8484.JPG,['kite']
228,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/90323_submitter_file2__IMG3480.JPG,['kite']
229,a small airplane flying through a blue sky .,http://www.mufoncms.com/files_jeud8334j/90425_submitter_file1__IMG0366.JPG,['matchstick']
230,a blue and white airplane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/90104_submitter_file1__DSC00023.JPG,['jellyfish']
231,a bunch of kites flying in the sky,http://www.mufoncms.com/files_jeud8334j/90104_submitter_file2__omg.JPG,['envelope']
232,a plane flying over a building with a clock tower .,http://www.mufoncms.com/files_jeud8334j/91071_submitter_file1__IMG3056.JPG,['wreck']
233,a clock tower in the middle of a city .,http://www.mufoncms.com/files_jeud8334j/91071_submitter_file2__IMG3057.JPG,['tile roof']
234,a group of people sitting on a bench in front of a building .,http://www.mufoncms.com/files_jeud8334j/91071_submitter_file3__maisonmdormoy.PNG,"['traffic light, traffic signal, stoplight']"
235,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/91071_submitter_file4__maisonmdormoy2.PNG,"['common newt, Triturus vulgaris']"
236,a bench sitting in front of a house .,http://www.mufoncms.com/files_jeud8334j/90827_submitter_file1__IMG5977.JPG,"['church, church building']"
237,a view of a city street with a stop light .,http://www.mufoncms.com/files_jeud8334j/90973_submitter_file1__IMG36492.JPG,"['thatch, thatched roof']"
238,a view of a city skyline from a distance .,http://www.mufoncms.com/files_jeud8334j/90973_submitter_file2__IMG36562.JPG,['fountain']
239,a view of a clock tower in the snow .,http://www.mufoncms.com/files_jeud8334j/90973_submitter_file3__IMG36662.JPG,['fountain']
240,a person riding a snowboard down a snow covered slope .,http://www.mufoncms.com/files_jeud8334j/90973_submitter_file4__IMG36681.JPG,"['lakeside, lakeshore']"
241,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/90973_submitter_file5__IMG36692.JPG,"['church, church building']"
242,a red and white fire hydrant sitting in the middle of a forest .,http://www.mufoncms.com/files_jeud8334j/90973_submitter_file6__IMG36702.JPG,['fountain']
243,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/91131_submitter_file1__DSC0235.JPG,"['valley, vale']"
244,a view of a mountain range with a sky background,http://www.mufoncms.com/files_jeud8334j/91131_submitter_file2__DSC0123.JPG,['rapeseed']
245,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/91131_submitter_file3__DSC01232.JPG,"['parachute, chute']"
246,a black and white photo of a fire hydrant .,http://www.mufoncms.com/files_jeud8334j/90488_submitter_file1__IMG2050.JPG,['fountain']
247,a black and white photo of a fire hydrant .,http://www.mufoncms.com/files_jeud8334j/90488_submitter_file2__IMG2050.JPG,['fountain']
248,a view of a mountain range with a plane flying over it .,http://www.mufoncms.com/files_jeud8334j/90560_submitter_file1__image1.JPG,['volcano']
249,a train traveling over a bridge over a river .,http://www.mufoncms.com/files_jeud8334j/90560_submitter_file2__IMG0136.JPG,['volcano']
250,a view of a giraffe from the side of a vehicle .,http://www.mufoncms.com/files_jeud8334j/90743_submitter_file1__IMG2605.JPG,['stingray']
251,a fire hydrant in the middle of a street .,http://www.mufoncms.com/files_jeud8334j/90743_submitter_file2__IMG2603.JPG,"['snowplow, snowplough']"
252,a street with a street sign and a traffic light .,http://www.mufoncms.com/files_jeud8334j/90743_submitter_file3__IMG2604.JPG,"['unicycle, monocycle']"
253,a street with a street sign and a traffic light .,http://www.mufoncms.com/files_jeud8334j/90743_submitter_file4__IMG2604.JPG,"['unicycle, monocycle']"
254,a person riding a skate board on a city street,http://www.mufoncms.com/files_jeud8334j/90743_submitter_file5__IMG2606.JPG,['stingray']
255,a black and white photo of a man flying a kite .,http://www.mufoncms.com/files_jeud8334j/90932_submitter_file2__DSC0401.JPG,"['pool table, billiard table, snooker table']"
256,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/90932_submitter_file3__DSC0387.JPG,['sea snake']
257,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/90932_submitter_file4__DSC0399.JPG,['balloon']
258,a black and white cat sitting on top of a black car .,http://www.mufoncms.com/files_jeud8334j/90290_submitter_file2__IMG19071.JPG,"['nematode, nematode worm, roundworm']"
259,a yellow and blue toothbrush in a blue cup .,http://www.mufoncms.com/files_jeud8334j/90151_submitter_file3__IMG2583.JPG,"['leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea']"
260,a view of a city street from a plane .,http://www.mufoncms.com/files_jeud8334j/90151_submitter_file5__IMG2590.JPG,['volcano']
261,a person holding a black umbrella in their hand .,http://www.mufoncms.com/files_jeud8334j/90659_submitter_file1__IMG0501.JPG,['bubble']
262,a black and white photo of a teddy bear .,http://www.mufoncms.com/files_jeud8334j/90659_submitter_file2__IMG0502.JPG,['bubble']
263,a black and white photo of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/90659_submitter_file3__IMG0503.JPG,['bubble']
264,a person holding an umbrella in the dark .,http://www.mufoncms.com/files_jeud8334j/90659_submitter_file4__IMG0504.JPG,['bubble']
265,a large jetliner flying over a tall building .,http://www.mufoncms.com/files_jeud8334j/90768_submitter_file1__IMG1307.JPG,['bubble']
266,a picture of a person in a mirror .,http://www.mufoncms.com/files_jeud8334j/90768_submitter_file2__IMG1308.JPG,['wok']
267,a close up of a traffic light with a sky background,http://www.mufoncms.com/files_jeud8334j/90768_submitter_file3__IMG1310.JPG,"['nematode, nematode worm, roundworm']"
268,a person holding a remote control in their hand .,http://www.mufoncms.com/files_jeud8334j/90768_submitter_file4__IMG1311.JPG,['Petri dish']
269,a person holding a remote control in their hand .,http://www.mufoncms.com/files_jeud8334j/90768_submitter_file5__IMG1311.JPG,['Petri dish']
270,a person flying a kite in a field .,http://www.mufoncms.com/files_jeud8334j/91154_submitter_file2__IMG2007.PNG,['kite']
271,a person flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/91154_submitter_file3__IMG2010.PNG,['kite']
272,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/91154_submitter_file4__IMG2047.PNG,['wing']
273,an airplane flying through a cloudy blue sky .,http://www.mufoncms.com/files_jeud8334j/91154_submitter_file5__IMG2052.PNG,['wing']
274,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/91154_submitter_file6__IMG2055.PNG,"['hook, claw']"
275,a couple of trees that are in the grass .,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file2__1original.JPG,"['lakeside, lakeshore']"
276,a bench sitting in the middle of a lush green field .,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file4__2original.JPG,"['sandbar, sand bar']"
277,a bench on the side of the road .,http://www.mufoncms.com/files_jeud8334j/90293_submitter_file6__3original.JPG,"['promontory, headland, head, foreland']"
278,a lone horse standing on a mountain side .,http://www.mufoncms.com/files_jeud8334j/90899_submitter_file1__20180317115756.jpg,['alp']
279,a large mountain range with mountains in the background .,http://www.mufoncms.com/files_jeud8334j/90899_submitter_file2__20180317115817.jpg,['alp']
280,a red and white bird sitting on top of a clock .,http://www.mufoncms.com/files_jeud8334j/90892_submitter_file1__20180317060721SingleLight.jpg,"['binder, ring-binder']"
281,a close up of a person holding a remote,http://www.mufoncms.com/files_jeud8334j/90892_submitter_file2__20180317060727SingleLIight2.jpg,"['binder, ring-binder']"
282,a close up of a red and white <UNK>,http://www.mufoncms.com/files_jeud8334j/90889_submitter_file4__20180315063953DimLights.jpg,"['brambling, Fringilla montifringilla']"
283,a traffic light suspended over a city street .,http://www.mufoncms.com/files_jeud8334j/90888_submitter_file1__DSC01982.JPG,['jellyfish']
284,a black and white photo of a <UNK>,http://www.mufoncms.com/files_jeud8334j/90888_submitter_file2__DSC01983.JPG,['jellyfish']
285,a black and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/90888_submitter_file3__DSC01986.JPG,['bubble']
286,a view of a city skyline from a plane .,http://www.mufoncms.com/files_jeud8334j/90888_submitter_file4__DSC01988.JPG,"['hammerhead, hammerhead shark']"
287,a large airplane flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/90888_submitter_file5__DSC02049.JPG,"['nematode, nematode worm, roundworm']"
288,a man is flying a kite in the air .,http://www.mufoncms.com/files_jeud8334j/90888_submitter_file6__DSC02050.JPG,"['nematode, nematode worm, roundworm']"
