Class,URL
['wing'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88447_submitter_file2__unnamed11.jpg
['wing'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88447_submitter_file3__unnamed12.jpg
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88447_submitter_file4__unnamed8.jpg
['steel arch bridge'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88444_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg
['scoreboard'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88444_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg
['guillotine'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88444_submitter_file3__PurplelightoverunknownsouthsideofNorthernBlvd.location.jpg
"['restaurant, eating house, eating place, eatery']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88444_submitter_file4__PurplelightoverHomeDepotuponexiting.jpg
['crane'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88423_submitter_file1__2412982710155898365443630850091400945730820n.jpg
['fountain'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88406_submitter_file1__4CD188CEC9BB4681863F0E851A600FE5.jpeg
"['drilling platform, offshore rig']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88393_submitter_file1__DSC04705.JPG
"['drilling platform, offshore rig']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88393_submitter_file2__DSC04706.JPG
"['pay-phone, pay-station']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88392_submitter_file2__IMG8564.JPG
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88392_submitter_file3__IMG8565.JPG
['steel arch bridge'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88384_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg
['scoreboard'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88384_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg
"['spotlight, spot']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88375_submitter_file1__IMG3657.jpg
"[""jack-o'-lantern""]",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88375_submitter_file2__IMG365711.jpg
['pole'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88375_submitter_file3__IMG3663.JPG
['consomme'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88356_submitter_file1__UFO1.jpg
"['candle, taper, wax light']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88356_submitter_file2__UFO2.jpg
['wing'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88356_submitter_file3__KireetImage.JPG
"['valley, vale']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88347_submitter_file1__STC0219.JPG
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88347_submitter_file2__STC0680.JPG
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88347_submitter_file3__STC0681.JPG
['balloon'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88339_submitter_file1__1868511A9D72400EAC12C174BC1382B7.jpeg
"['seashore, coast, seacoast, sea-coast']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88323_submitter_file1__IMG0884.JPG
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88323_submitter_file2__IMG1278.PNG
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88323_submitter_file3__IMG1279.PNG
"['beacon, lighthouse, beacon light, pharos']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88323_submitter_file4__IMG1280.PNG
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88323_submitter_file5__IMG1281.PNG
['car mirror'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88321_submitter_file1__IMG20171013084621.jpg
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88321_submitter_file2__IMG20171013150121.jpg
['balloon'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88321_submitter_file3__IMG20171013164840.jpg
"['patio, terrace']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88321_submitter_file4__IMG20171013084740.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88305_submitter_file1__16.11.04RedObject2FmVideoMoveWider.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88305_submitter_file2__16.11.04RedObject2FmVideo.jpg
"['airship, dirigible']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88305_submitter_file3__16.11.04Photo1a2016.11.04IphoneBrighten4.jpg
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88305_submitter_file4__16.11.04RRUMarsMoonVenueSatturnIMG644916.jpg
"['book jacket, dust cover, dust jacket, dust wrapper']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88305_submitter_file5__16.11.04Photo82016.11.04IphoneTwoRedObjectsApproachVenusDrawing.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88303_submitter_file1__16.11.04RedLight2FmVideoMoveWider.jpg
"['nematode, nematode worm, roundworm']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88303_submitter_file2__16.11.04RedLight2FmVideo.jpg
"['airship, dirigible']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88303_submitter_file3__16.11.04Photo1a2016.11.04IphoneBrighten4.jpg
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88303_submitter_file4__16.11.04RRUMarsMoonVenueSatturnIMG644916.jpg
"['book jacket, dust cover, dust jacket, dust wrapper']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88303_submitter_file5__16.11.042016Photo82016.11.04IphoneTwoRedObjectsApproachVenusDrawing.jpg
['obelisk'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88287_submitter_file1__20171118150455.jpg
['rapeseed'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88287_submitter_file2__20171118150504.jpg
['kite'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88287_submitter_file3__20171119170218.jpg
"['puck, hockey puck']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88287_submitter_file4__20171119211928.jpg
['military uniform'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88286_submitter_file1__20171122190119.jpg
['envelope'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88286_submitter_file2__20171122190131.jpg
"['valley, vale']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88278_submitter_file1__20170924114700.jpg
['alp'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88264_submitter_file1__MapUFO.JPG
"['parachute, chute']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88261_submitter_file1__13E203D89E8D40CB92BEC9F14AC486EE.jpeg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88234_submitter_file4__2017091720.png
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88234_submitter_file5__201709204.png
['steel arch bridge'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88197_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg
['scoreboard'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88197_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg
['guillotine'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88197_submitter_file3__PurplelightoverunknownsouthsideofNorthernBlvd.location.jpg
"['restaurant, eating house, eating place, eatery']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88197_submitter_file4__PurplelightoverHomeDepotuponexiting.jpg
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88187_submitter_file1__IMG950051.jpg
"['traffic light, traffic signal, stoplight']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88187_submitter_file2__IMG950049.jpg
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88137_submitter_file1__nov192017024045PMcleared.JPG
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88137_submitter_file2__nov192017024045PM.JPG
"['recreational vehicle, RV, R.V.']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88137_submitter_file3__nov192017023645PMcleared.JPG
"['bathtub, bathing tub, bath, tub']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88137_submitter_file4__nov192017023645PM.JPG
"['gong, tam-tam']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88134_submitter_file1__IMG7609.jpg
"['gong, tam-tam']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88134_submitter_file2__IMG7608.jpg
"['mountain bike, all-terrain bike, off-roader']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88131_submitter_file1__2377020210155944357518734417861364o.jpg
"['mountain bike, all-terrain bike, off-roader']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88131_submitter_file2__23732366101559443575237341250538820o.jpg
"['web site, website, internet site, site']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88128_submitter_file1__IMG05092.jpg
['volcano'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88128_submitter_file2__IMG9504961.jpg
"['cinema, movie theater, movie theatre, movie house, picture palace']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88113_submitter_file1__20171109214252.jpg
['steel arch bridge'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88111_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg
['scoreboard'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88111_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg
['guillotine'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88111_submitter_file3__PurplelightoverunknownsouthsideofNorthernBlvd.location.jpg
"['restaurant, eating house, eating place, eatery']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88111_submitter_file4__PurplelightoverHomeDepotuponexiting.jpg
['envelope'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88111_submitter_file5__NorthernBoulevardrouteofpurplelight.png
"['promontory, headland, head, foreland']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88087_submitter_file1__oct29201734310PM.jpg
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88087_submitter_file2__oct29201734322PM.JPG
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88087_submitter_file3__oct29201734310PM3.jpg
['geyser'],http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88087_submitter_file4__oct29201734310PM4.jpg
"['lakeside, lakeshore']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88087_submitter_file5__oct29201734323PM.JPG
"['seashore, coast, seacoast, sea-coast']",http://localhost:8764/inception/v4/classify/image?topn=1&min_confidence=0.03&url=http://www.mufoncms.com/files_jeud8334j/88069_submitter_file1__OperaSnapshot20171116115149www.google.com.png
